ACCOUNT NUMBER,TXN DATE,TXN AMT,CURRENCY,,DESCRIPTION,ID
29317383,17/07/2013,-86.62,GBP,69222.95,COTSWOLD OUTDOOR,725
29317383,30/07/2013,-26.08,GBP,69136.33,PM/01)/ORANGE (A,726
29317383,31/07/2013,-1.60,GBP,69110.25,ORANGE (A/PM/01),727
29317383,12/08/2013,-55.68,GBP,69108.65,LONDIS,728
29317383,27/08/2013,-36.88,GBP,69052.97,SAINSBURYS S/MKTS,729
29412929,26/07/2013,-38.22,GBP,150000.00,MATALAN,730
29412929,26/07/2013,-26.00,GBP,149961.78,T K MAXX,731
29412929,26/07/2013,88.22,GBP,149935.78,PETS AT HOME LTD,732
29412929,30/07/2013,6.00,GBP,150024.00,PETS AT HOME,733
29412929,01/08/2013,1.00,GBP,150030.00,WH SMITH,734
29412929,25/07/2013,150.00,GBP,150031.00,CARPHONE/1041946,735
29412929,02/04/2013,2288.20,GBP,150181.00,VODAFONE LIMITED ,736
29412929,02/04/2013,-2268.82,GBP,152469.20,VODAFONE LIMITED ,737
29412929,02/04/2013,-621.50,GBP,150200.38,APPLE/206996000200925,738
29412929,02/04/2013,-18102.25,GBP,149578.88,APPLE/206996000200925,739
29412929,02/04/2013,-1168.02,GBP,131476.63,APPLE/206996000200925,740
29412929,02/04/2013,-21600.00,GBP,130308.61,APPLE/206996000200925,741
29412929,02/04/2013,-2338.18,GBP,108708.61,APPLE/206996000200925,742
29412929,02/04/2013,-3288.86,GBP,106370.43,APPLE/206996000200925,743
29412929,02/04/2013,-32160.88,GBP,103081.57,APPLE/206996000200925,744
29412929,02/04/2013,-5621.38,GBP,70920.69,APPLE/206996000200925,745
29412929,02/04/2013,-688.00,GBP,65299.31,APPLE/206996000200925,746
29412929,02/04/2013,-8511.33,GBP,64611.31,APPLE/206996000200925,747
29412929,03/04/2013,-6685.86,GBP,56099.98,VODAFONE LIMITED ,748
29412929,03/04/2013,-811.28,GBP,49414.12,VODAFONE LIMITED ,749
29412929,03/04/2013,-826.86,GBP,48602.84,VODAFONE LIMITED ,750
29412929,03/04/2013,-3668.62,GBP,47775.98,VODAFONE LIMITED ,751
29412929,03/04/2013,-5268.62,GBP,44107.36,VODAFONE LIMITED ,752
29412929,03/04/2013,-21828.86,GBP,38838.74,VODAFONE LIMITED ,753
29412929,03/04/2013,-123.60,GBP,17009.88,VODAFONE LIMITED ,754
29412929,03/04/2013,-1586.00,GBP,16886.28,VODAFONE LIMITED ,755
29412929,03/04/2013,-5566.66,GBP,15300.28,VODAFONE LIMITED ,756
29412929,03/04/2013,-263.00,GBP,9733.62,VODAFONE LIMITED ,757
29412929,05/04/2013,-280.00,GBP,9470.62,APPLE/206996000200925,758
29412929,05/04/2013,-5162.18,GBP,9190.62,APPLE/206996000200925,759
29412929,05/04/2013,-82.66,GBP,4028.44,APPLE/206996000200925,760
29412929,05/04/2013,-2118.81,GBP,3945.78,APPLE/206996000200925,761
29412929,08/04/2013,-281.62,GBP,1826.97,VODAFONE LIMITED ,762
29412929,08/04/2013,-15615.32,GBP,1545.35,VODAFONE LIMITED ,763
29412929,08/04/2013,-1111.80,GBP,-14069.97,VODAFONE LIMITED ,764
29412929,08/04/2013,-12102.16,GBP,-15181.77,VODAFONE LIMITED ,765
29412929,08/04/2013,-1105.68,GBP,-27283.93,APPLE/206996000200925,766
29412929,09/04/2013,222.00,GBP,-28389.61,VODAFONE LIMITED ,767
29412929,09/04/2013,8882.62,GBP,-28167.61,APPLE/206996000200925,768
29412929,09/04/2013,152.05,GBP,-19284.99,APPLE/206996000200925,769
29412929,10/04/2013,-16.62,GBP,-19132.94,VODAFONE LIMITED ,770
29412929,10/04/2013,-511.88,GBP,-19149.56,VODAFONE LIMITED ,771
29412929,11/04/2013,262.83,GBP,-19661.44,CASH CHARGE,772
29412929,12/04/2013,106.20,GBP,-19398.61,CASH CHARGE,773
29412929,16/04/2013,285.00,GBP,-19292.41,APPLE/206996000200925,774
29412929,17/04/2013,86.80,GBP,-19007.41,VODAFONE LIMITED ,775
29412929,17/04/2013,-2300.00,GBP,-18920.61,SONY/39339433,776
29412929,18/04/2013,660.00,GBP,-21220.61,SONY ENT NETWORK,777
29412929,22/04/2013,280.58,GBP,-20560.61,SUBWAY,778
29412929,22/04/2013,12321.38,GBP,-20280.03,SONY ENT NETWORK,779
29412929,22/04/2013,-250.00,GBP,-7958.65,SONY/39339433,780
29412929,22/04/2013,-100.00,GBP,-8208.65,SONY/39339433,781
29412929,23/04/2013,338.51,GBP,-8308.65,SONY ENT NETWORK,782
29412929,23/04/2013,-2500.00,GBP,-7970.14,APPLE/206996000200925,783
29412929,24/04/2013,-50.00,GBP,-10470.14,VODAFONE LIMITED ,784
29412929,30/04/2013,-833.68,GBP,-10520.14,APPLE/206996000200925,785
29412929,01/05/2013,-118.81,GBP,-11353.82,VODAFONE LIMITED ,786
29412929,07/05/2013,-622.18,GBP,-11472.63,HERON FOODS LTD,787
29412929,07/05/2013,-680.88,GBP,-12094.81,VODAFONE LIMITED ,788
29412929,07/05/2013,-6.00,GBP,-12775.69,FOOTASYLUM LTD,789
29412929,07/05/2013,-1162.55,GBP,-12781.69,APPLE/206996000200925,790
29412929,07/05/2013,-52.81,GBP,-13944.24,APPLE/206996000200925,791
29412929,08/05/2013,-5.00,GBP,-13997.05,APPLE/206996000200925,792
29412929,09/05/2013,-616.23,GBP,-14002.05,VODAFONE LIMITED ,793
29412929,10/05/2013,-820.01,GBP,-14618.28,VODAFONE LIMITED ,794
29412929,13/05/2013,-5.00,GBP,-15438.29,SUBWAY,795
29412929,13/05/2013,-1816.06,GBP,-15443.29,SAINSBURYS S/MKTS,796
29412929,13/05/2013,-68.23,GBP,-17259.35,SUBWAY,797
29412929,13/05/2013,-2582.83,GBP,-17327.58,APPLE/206996000200925,798
29412929,13/05/2013,-285.86,GBP,-19910.41,APPLE/206996000200925,799
29412929,14/05/2013,-256.36,GBP,-20196.27,VODAFONE LIMITED ,800
29412929,14/05/2013,-500.00,GBP,-20452.63,APPLE/206996000200925,801
29412929,15/05/2013,111.32,GBP,-20952.63,VODAFONE LIMITED ,802
29412929,15/05/2013,-62.00,GBP,-20841.31,APPLE/206996000200925,803
29412929,16/05/2013,-55.22,GBP,-20903.31,VODAFONE LIMITED ,804
29412929,16/05/2013,-88.00,GBP,-20958.53,VODAFONE LIMITED ,805
29412929,16/05/2013,-136.00,GBP,-21046.53,APPLE/206996000200925,806
29412929,20/05/2013,-231.11,GBP,-21182.53,VODAFONE LIMITED ,807
29412929,20/05/2013,-36.00,GBP,-21413.64,VODAFONE LIMITED ,808
29412929,20/05/2013,26.26,GBP,-21449.64,APPLE/206996000200925,809
29412929,21/05/2013,-113.82,GBP,-21423.38,APPLE/206996000200925,810
29412929,22/05/2013,232.20,GBP,-21537.20,VODAFONE LIMITED ,811
29412929,23/05/2013,-2882.88,GBP,-21305.00,SONY/39339433,812
29412929,23/05/2013,-1285.63,GBP,-24187.88,SONY/39339433,813
29412929,24/05/2013,20.00,GBP,-25473.51,SONY ENT NETWORK,814
29412929,24/05/2013,-20.00,GBP,-25453.51,SONY ENT NETWORK,815
29412929,28/05/2013,-8.30,GBP,-25473.51,VODAFONE LIMITED ,816
29412929,28/05/2013,21.00,GBP,-25481.81,APPLE/206996000200925,817
29412929,30/05/2013,20.00,GBP,-25460.81,APPLE/206996000200925,818
29412929,31/05/2013,135.00,GBP,-25440.81,VODAFONE LIMITED ,819
29412929,03/06/2013,150.00,GBP,-25305.81,VODAFONE LIMITED ,820
29412929,03/06/2013,-312.50,GBP,-25155.81,APPLE/206996000200925,821
29412929,03/06/2013,1833.20,GBP,-25468.31,SONY/39339433,822
29412929,03/06/2013,-282.66,GBP,-23635.11,TOPMAN/O2,823
29412929,04/06/2013,220.00,GBP,-23917.77,SONY ENT NETWORK,824
29412929,04/06/2013,50.00,GBP,-23697.77,O2/TOPMAN,825
29412929,04/06/2013,8.66,GBP,-23647.77,APPLE/206996000200925,826
29412929,05/06/2013,10.00,GBP,-23639.11,VODAFONE LIMITED ,827
29412929,14/06/2013,266.30,GBP,-23629.11,HMRC - NI DD     REST.,828
29412929,04/07/2013,-1000.00,GBP,-23362.81,SAINSBURYS S/MKTS,829
29412929,05/07/2013,-685.60,GBP,-24362.81,SAINSBURYS S/MKTS,830
29412929,08/07/2013,-2260.08,GBP,-25048.41,FOOTASYLUM LTD,831
29412929,08/07/2013,-321.60,GBP,-27308.49,HOUSE OF FRASER,832
29412929,08/07/2013,313.18,GBP,-27630.09,O2,833
29412929,26/07/2013,225.58,GBP,-27316.91,HMRC - NI DD     RESTAURANT,834
29412929,31/07/2013,-823.82,GBP,-27091.33,SAINSBURYS S/MKTS,835
29412929,05/08/2013,-355.88,GBP,-27915.15,HMRC - NI DD     REST.,836
29412929,05/08/2013,-122.56,GBP,-28271.03,O2/TOPMAN,837
29412929,05/08/2013,-36.08,GBP,-28393.59,TOPMAN/O2,838
29412929,07/08/2013,-102.23,GBP,-28429.67,SAINSBURYS S/MKTS,839
29412929,08/08/2013,-81.26,GBP,-28531.90,SAINSBURYS S/MKTS,840
29412929,15/08/2013,22118.15,GBP,-28613.16,TOPMAN/O2,841
29412929,16/08/2013,100.00,GBP,-6495.01,HMRC - NI DD     REST.,842
29412929,16/08/2013,10.00,GBP,-6395.01,O2/TOPMAN,843
29412929,22/08/2013,-501.61,GBP,-6385.01,SAINSBURYS S/MKTS,844
29412929,23/08/2013,20.00,GBP,-6886.62,SAINSBURYS S/MKTS,845
29412929,27/08/2013,-538.28,GBP,-6866.62,SAINSBURYS S/MKTS,846
29412929,27/08/2013,-153.26,GBP,-7404.90,SUBWAY,847
29412929,27/08/2013,503.00,GBP,-7558.16,DSA THEORY TEST,848
29412929,27/08/2013,-31.30,GBP,-7055.16,DSA/3385192,849
29412929,29/08/2013,22.80,GBP,-7086.46,SAINSBURYS S/MKTS,850
29412929,30/08/2013,-2586.20,GBP,-7063.66,SAINSBURYS S/MKTS,851
30050254,22/07/2013,-1360.10,GBP,100000.00,WILKINSON,852
30050254,22/07/2013,-1380.85,GBP,98639.90,HMRC - NI DD    ,853
30050254,22/07/2013,-1188.10,GBP,97259.05,CLAIRE'S ACCESSORIES,854
30050254,02/08/2013,-250.20,GBP,96070.95,MISS SELFRIDGE,855
30050254,02/08/2013,-1612.88,GBP,95820.75,REPUBLIC,856
30050254,05/08/2013,102.00,GBP,94207.87,WILKINSON,857
30050254,12/08/2013,-365.82,GBP,94309.87,FDR POS TERM RENT,858
30050254,13/08/2013,-200.00,GBP,93944.05,TOP/O2,859
30050254,14/08/2013,38.30,GBP,93744.05,O2/TOP MAN,860
30050254,15/08/2013,230.00,GBP,93782.35,USC,861
30050254,19/08/2013,-250.65,GBP,94012.35,ODEON,862
30050254,27/08/2013,825.00,GBP,93761.70,FDR POS TERM RENT,863
30051048,02/04/2013,622.56,GBP,94586.70,HMRC - NI DD     REST,864
30051048,02/04/2013,-21.12,GBP,95209.26,HMRC - NI DD     REST,865
30051048,11/04/2013,332.66,GBP,95188.14,SAINSBURYS,866
30052447,02/04/2013,-150.00,GBP,95520.80,B & Q,867
30052447,02/04/2013,-2518.60,GBP,95370.80,POUNDWORLD RETAIL LTD,868
30052447,02/04/2013,-22366.61,GBP,92852.20,B & Q,869
30052447,02/04/2013,8.05,GBP,70485.59,B & Q,870
30052447,02/04/2013,1832.58,GBP,70493.64,B & Q,871
30052447,02/04/2013,211.52,GBP,72326.22,B & Q,872
30052447,03/04/2013,152.68,GBP,72537.74,POUNDWORLD RETAIL LTD,873
30052447,05/04/2013,160.00,GBP,72690.42,H & M,874
30052447,05/04/2013,1068.06,GBP,72850.42,PANDORA,875
30052447,12/04/2013,68.62,GBP,73918.48,BT DIRECT DEBITS ,876
30052447,12/04/2013,800.00,GBP,73987.10,BT DIRECT DEBITS ,877
30052447,15/04/2013,310.80,GBP,74787.10,BT DIRECT DEBITS ,878
30052447,15/04/2013,8.56,GBP,75097.90,BT DIRECT DEBITS ,879
30052447,17/04/2013,156.50,GBP,75106.46,FDR POS TERM RENT,880
30052447,17/05/2013,22.00,GBP,75262.96,BT DIRECT DEBITS ,881
30052447,24/05/2013,568.12,GBP,75284.96,BT DIRECT DEBITS ,882
30052447,28/05/2013,-130.00,GBP,75853.08,BT DIRECT DEBITS ,883
30052447,28/05/2013,-15.85,GBP,75723.08,BT DIRECT DEBITS ,884
30052447,28/05/2013,-25.00,GBP,75707.23,BT DIRECT DEBITS ,885
30052447,28/05/2013,-161.56,GBP,75682.23,POUNDWORLD RETAIL LTD,886
30052447,28/05/2013,-20.50,GBP,75520.67,HOME BARGAINS,887
30052447,28/05/2013,-80.55,GBP,75500.17,MATALAN,888
30052447,28/05/2013,-288.10,GBP,75419.62,BT DIRECT DEBITS ,889
30052447,29/05/2013,-162.28,GBP,75131.52,BT DIRECT DEBITS ,890
30052447,30/05/2013,-23.26,GBP,74969.24,BT DIRECT DEBITS ,891
30052447,30/05/2013,-11.88,GBP,74945.98,BT DIRECT DEBITS ,892
30052447,07/06/2013,-251.62,GBP,74934.10,BT DIRECT DEBITS ,893
30052447,10/06/2013,-35.68,GBP,74682.48,BT DIRECT DEBITS ,894
30052447,10/06/2013,-10.65,GBP,74646.80,BT DIRECT DEBITS ,895
30052447,10/06/2013,-213.65,GBP,74636.15,FDR POS TERM RENT,896
30052447,27/06/2013,-21.03,GBP,74422.50,HOME BARGAINS,897
30052447,27/06/2013,85.65,GBP,74401.47,POUNDWORLD RETAIL LTD,898
30052447,02/07/2013,200.63,GBP,74487.12,BT DIRECT DEBITS ,899
30052447,03/07/2013,50.00,GBP,74687.75,BT DIRECT DEBITS ,900
30052447,03/07/2013,656.33,GBP,74737.75,BT DIRECT DEBITS ,901
30156327,02/04/2013,20.00,GBP,75394.08,SUPERDRUG STORES PLC,902
30156327,02/04/2013,2522.68,GBP,75414.08,W M MORRISON,903
30156327,02/04/2013,2012.00,GBP,77936.76,JACK WILLS,904
30156327,02/04/2013,182.28,GBP,79948.76,TK MAXX,905
30156327,03/04/2013,200.00,GBP,80131.04,COSTA COFFEE,906
30156327,03/04/2013,-12.00,GBP,80331.04,HOUSE OF FRASER,907
30156327,03/04/2013,1652.23,GBP,80319.04,TK MAXX,908
30156327,03/04/2013,2550.00,GBP,81971.27,JACK WILLS,909
30156327,04/04/2013,65.88,GBP,84521.27,W M MORRISON,910
30156327,11/04/2013,3212.06,GBP,84587.15,FDR POS TERM RENT,911
30156327,15/04/2013,808.62,GBP,87799.21,SUBWAY,912
30156327,16/04/2013,322.50,GBP,88607.83,FDR POS TERM RENT,913
30156327,17/04/2013,35.00,GBP,88930.33,W M MORRISON,914
30156327,23/04/2013,263.00,GBP,88965.33,TK MAXX,915
30156327,07/05/2013,1016.60,GBP,89228.33,HMRC - NI DD     REST,916
30156327,24/06/2013,1005.28,GBP,90244.93,W M MORRISON,917
30156327,09/07/2013,5003.32,GBP,91250.21,APPLE/206996000200925,918
30156327,27/08/2013,1185.66,GBP,96253.53,T K MAXX,919
30156411,02/04/2013,828.20,GBP,97439.19,WILKINSON,920
30156411,26/06/2013,162.00,GBP,98267.39,HERON FOODS LTD,921
30156411,27/06/2013,108.12,GBP,98429.39,VIRGIN MEDIA PYMTS,922
30156411,28/06/2013,15.60,GBP,98537.51,PLAY.COM/23779743,923
30156411,28/06/2013,250.00,GBP,98553.11,PLAY.COM/23779743,924
30156411,01/07/2013,22.86,GBP,98803.11,PLAY.COM,925
30156411,19/07/2013,356.68,GBP,98825.97,3-MAIDENHEAD/06250791,926
30156411,19/07/2013,25.00,GBP,99182.65,3-MAIDENHEAD/06250791,927
30156411,22/07/2013,53.36,GBP,99207.65,3-MAIDENHEAD,928
30156411,22/07/2013,226.66,GBP,99261.01,3-MAIDENHEAD,929
30156411,13/08/2013,182.00,GBP,99487.67,MORTGAGE EXPRESS,930
30255275,02/04/2013,2125.21,GBP,99669.67,MATALAN,931
30255275,02/04/2013,168.00,GBP,101794.88,REPUBLIC (RETAIL) LTD,932
30255275,02/04/2013,132.08,GBP,101962.88,POUNDWORLD RETAIL LTD,933
30255275,02/04/2013,830.68,GBP,102094.96,O2,934
30255275,02/04/2013,66.16,GBP,102925.64,GIFF/6386593,935
30255275,04/04/2013,182.00,GBP,102991.80,BT GROUP PLC  ,936
30255275,08/04/2013,108.66,GBP,103173.80,BT DIRECT DEBITS ,937
30255275,09/04/2013,1863.68,GBP,103282.46,BT DIRECT DEBITS ,938
30255275,18/04/2013,235.00,GBP,105146.14,BT DIRECT DEBITS ,939
30255275,19/04/2013,2625.00,GBP,105381.14,BT DIRECT DEBITS ,940
30255275,22/04/2013,56.30,GBP,108006.14,SUBWAY,941
30255275,22/04/2013,350.35,GBP,108062.44,H & M,942
30255275,24/04/2013,50.00,GBP,108412.79,BT DIRECT DEBITS ,943
30255275,29/04/2013,861.60,GBP,108462.79,HMV UK LTD,944
30255275,03/05/2013,366.00,GBP,109324.39,GIFF/6386593,945
30255275,07/05/2013,30.60,GBP,109690.39,BT GROUP PLC  ,946
30255275,07/05/2013,2660.16,GBP,109720.99,WILKINSON,947
30255275,07/05/2013,502.00,GBP,112381.15,HMRC - NI DD     REST,948
30255275,22/05/2013,155.00,GBP,112883.15,BT DIRECT DEBITS ,949
30255275,23/05/2013,1255.50,GBP,113038.15,BT DIRECT DEBITS ,950
30255275,24/05/2013,85.50,GBP,114293.65,BT DIRECT DEBITS ,951
30255275,28/05/2013,1082.25,GBP,114379.15,HMRC - NI DD     REST,952
30255275,29/05/2013,18.00,GBP,115461.40,BT DIRECT DEBITS ,953
30255275,03/06/2013,261.85,GBP,115479.40,TESCO/45189323,954
30255275,03/06/2013,828.50,GBP,115741.25,TESCO/45189323,955
30255275,03/06/2013,1882.26,GBP,116569.75,TESCO/45189323,956
30255275,03/06/2013,268.83,GBP,118452.01,TESCO/45189323,957
30255275,03/06/2013,100.00,GBP,118720.84,PREMIUM CREDIT LTD,958
30255275,03/06/2013,350.21,GBP,118820.84,TESCO/45189323,959
30255275,03/06/2013,560.35,GBP,119171.05,TESCO/45189323,960
30255275,03/06/2013,158.50,GBP,119731.40,BANK/43213433,961
30255275,04/06/2013,111.66,GBP,119889.90,GIFF/6386593,962
30255275,04/06/2013,12625.66,GBP,120001.56,TESCO/45189323,963
30255275,05/06/2013,616.28,GBP,132627.22,TESCO DIRECT,964
30255275,06/06/2013,22.00,GBP,133243.50,BT GROUP PLC  ,965
30255275,19/06/2013,12.00,GBP,133265.50,FUNKYPIGEON.COM/67141783,966
30255275,20/06/2013,200.00,GBP,133277.50,FUNKYPIGEON.COM,967
30255275,25/06/2013,263.05,GBP,133477.50,MORTGAGE EXPRESS,968
30255275,01/07/2013,206.25,GBP,133740.55,BT DIRECT DEBITS ,969
30255275,05/07/2013,30.00,GBP,133946.80,GIFF/6386593,970
30255275,08/07/2013,260.00,GBP,133976.80,HOME BARGAINS,971
30255275,08/07/2013,82.20,GBP,134236.80,BT GROUP PLC  ,972
30255275,12/07/2013,2256.55,GBP,134319.00,HOME BARGAINS,973
30255275,23/07/2013,200.18,GBP,136575.55,MORTGAGE EXPRESS,974
30255275,24/07/2013,6.65,GBP,136775.73,HMRC - NI DD     REST,975
30255275,25/07/2013,212.85,GBP,136782.38,BT DIRECT DEBITS ,976
30255275,26/07/2013,1500.00,GBP,136995.23,HOME BARGAINS,977
30255275,29/07/2013,200.00,GBP,138495.23,HMRC - NI DD     REST,978
30255275,29/07/2013,225.62,GBP,138695.23,HMRC - NI DD     REST.,979
30255275,31/07/2013,55.00,GBP,138920.85,HOME BARGAINS,980
30255275,02/08/2013,16.80,GBP,138975.85,MORTGAGE EXPRESS,981
30255275,02/08/2013,135.00,GBP,138992.65,MORTGAGE EXPRESS,982
30255275,05/08/2013,1681.60,GBP,139127.65,BT DIRECT DEBITS ,983
30255275,05/08/2013,255.00,GBP,140809.25,PAYPAL *EBAYEUROPES,984
30255275,05/08/2013,838.20,GBP,141064.25,PAYPAL/000980020293992,985
30255275,06/08/2013,23.28,GBP,141902.45,GIFF/6386593,986
30255275,08/08/2013,10.51,GBP,141925.73,BT GROUP PLC  ,987
30255275,12/08/2013,130.86,GBP,141936.24,MATALAN,988
30255275,12/08/2013,1850.00,GBP,142067.10,HOME BARGAINS,989
30255275,15/08/2013,32.66,GBP,143917.10,HOME BARGAINS,990
30255275,20/08/2013,121.23,GBP,143949.76,HOME BARGAINS,991
30255275,21/08/2013,283.65,GBP,144070.99,MORTGAGE EXPRESS,992
30255275,27/08/2013,183.00,GBP,144354.64,SUBWAY,993
30255275,27/08/2013,136.62,GBP,144537.64,HOME BARGAINS,994
30255275,29/08/2013,112.00,GBP,144674.26,BT DIRECT DEBITS ,995
30255734,08/04/2013,200.00,GBP,144786.26,PAYPAL/000980020227990,996
30255734,15/04/2013,238.80,GBP,144986.26,PAYPAL/000980200117995,997
30255734,15/04/2013,206.63,GBP,145225.06,PAYPAL/000980200086992,998
30255734,15/04/2013,6186.81,GBP,145431.69,PAYPAL *EBAYEUROPES,999
30255734,15/04/2013,23.56,GBP,151618.50,TICKETS,1000
30255734,29/04/2013,612.80,GBP,151642.06,PAYPAL/000980020227990,1001
30255734,29/04/2013,2600.00,GBP,152254.86,PAYPAL/000980020227990,1002
30255734,02/05/2013,8881.00,GBP,154854.86,PAYPAL/000980020293992,1003
30255734,14/06/2013,885.00,GBP,163735.86,PAYPAL/000980020293992,1004
30255734,14/06/2013,182.56,GBP,164620.86,PAYPAL/000980020227990,1005
30255734,24/06/2013,50.00,GBP,164803.42,PAYPAL/000980200119991,1006
30255734,24/07/2013,28.00,GBP,164853.42,ADMIRAL/7844707,1007
30255734,25/07/2013,283.00,GBP,164881.42,ADMIRAL INSURANCE,1008
30255734,19/08/2013,2283.80,GBP,165164.42,ADMIRAL/7844707,1009
30255734,20/08/2013,368.00,GBP,167448.22,ADMIRAL INSURANCE,1010
30255734,22/08/2013,55.15,GBP,167816.22,PAYPAL/000980200119991,1011
30255734,27/08/2013,262.00,GBP,167871.37,M/7477045 L,1012
30255734,27/08/2013,662.80,GBP,168133.37,BT GROUP PLC  ,1013
30255734,28/08/2013,156.00,GBP,168796.17,PAYPAL/000980020227990,1014
30255734,28/08/2013,222.82,GBP,168952.17,PAYPAL/000980020227990,1015
30255734,29/08/2013,58.83,GBP,169174.99,PAYPAL/000980200119991,1016
30255925,02/04/2013,683.23,GBP,169233.82,VODAFONE LIMITED ,1017
30255925,02/04/2013,223.00,GBP,169917.05,VODAFONE LIMITED ,1018
30255925,18/04/2013,121.10,GBP,170140.05,APPLE/206996000200925,1019
30255925,22/04/2013,286.00,GBP,170261.15,VODAFONE LIMITED ,1020
30255925,09/05/2013,66.82,GBP,170547.15,BT DIRECT DEBITS ,1021
30255925,09/05/2013,286.35,GBP,170613.97,BT DIRECT DEBITS ,1022
30255925,09/05/2013,685.32,GBP,170900.32,BT DIRECT DEBITS ,1023
30256003,05/08/2013,500.00,GBP,171585.64,APPLE/206996000200925,1024
30256003,05/08/2013,1208.23,GBP,172085.64,APPLE/206996000200925,1025
30256003,05/08/2013,100.36,GBP,173293.87,APPLE/206996000200925,1026
30256003,05/08/2013,56.00,GBP,173394.23,APPLE/206996000200925,1027
30256003,05/08/2013,68.68,GBP,173450.23,VODAFONE LIMITED ,1028
30256003,05/08/2013,8.82,GBP,173518.91,VODAFONE LIMITED ,1029
30256003,05/08/2013,2862.00,GBP,173527.73,VODAFONE LIMITED ,1030
30256003,05/08/2013,105.80,GBP,176389.73,VODAFONE LIMITED ,1031
30351879,02/04/2013,1810.00,GBP,176495.53,CASH CHARGE,1032
30351879,10/04/2013,163.50,GBP,178305.53,FDR POS TERM RENT,1033
30351879,01/05/2013,180.60,GBP,178469.03,THE PERFUME SHOP,1034
30351879,01/05/2013,2886.66,GBP,178649.63,THE PERFUME SHOP,1035
30351879,17/05/2013,110.25,GBP,181536.29,DSA/3385192,1036
30351879,17/05/2013,225.00,GBP,181646.54,AMAZON/057193000156182,1037
30351879,17/05/2013,226.86,GBP,181871.54,AMAZON/057193000156182,1038
30351879,20/05/2013,12.50,GBP,182098.40,DSA THEORY TEST,1039
30351879,21/05/2013,528.66,GBP,182110.90,Amazon *Mktplce EU-UK,1040
30351879,21/05/2013,25.00,GBP,182639.56,Amazon *Mktplce EU-UK,1041
30351879,29/05/2013,62.60,GBP,182664.56,APPLE/206996000200925,1042
30351879,31/05/2013,16.55,GBP,182727.16,STARBUCKS,1043
30351879,03/06/2013,10.50,GBP,182743.71,CASH CHARGE,1044
30351879,17/06/2013,218.11,GBP,182754.21,CASH CHARGE,1045
30351879,17/06/2013,552.22,GBP,182972.32,PAYPAL/,1046
30351879,17/06/2013,200.00,GBP,183524.54,PAYPAL/000980020230994,1047
30351879,18/06/2013,853.68,GBP,183724.54,OVERSEAS TRANSACTION FEE,1048
30351879,18/06/2013,86.68,GBP,184578.22,CASH CHARGE,1049
30351879,24/06/2013,30.00,GBP,184664.90,BUDGENS,1050
30351879,26/06/2013,2162.25,GBP,184694.90,SHOE ZONE LTD,1051
30351879,27/06/2013,68.08,GBP,186857.15,DSA/3385192,1052
30351879,28/06/2013,828.61,GBP,186925.23,DSA THEORY TEST,1053
30351879,01/07/2013,156.68,GBP,187753.84,BUDGENS,1054
30351879,04/07/2013,1586.00,GBP,187910.52,ASOS.COM/8195687,1055
30351879,05/07/2013,325.00,GBP,189496.52,BT GROUP PLC  ,1056
30351879,05/07/2013,1282.00,GBP,189821.52,B&Q PLC,1057
30351879,22/07/2013,380.26,GBP,191103.52,W M MORRISON,1058
30351879,22/07/2013,150.00,GBP,191483.78,BT GROUP PLC  ,1059
30351879,22/07/2013,1585.00,GBP,191633.78,BT GROUP PLC  ,1060
30351879,23/07/2013,6.00,GBP,193218.78,DSA/4566501,1061
30351879,24/07/2013,268.66,GBP,193224.78,DSA,1062
30351879,29/07/2013,666.60,GBP,193493.44,MISSGUIDED LIMITED,1063
30351879,29/07/2013,201.15,GBP,194160.04,MISSGUIDED/52043671,1064
30351879,30/07/2013,202.00,GBP,194361.19,HMRC - NI DD    ,1065
30351879,30/07/2013,1568.86,GBP,194563.19,12055/000980201013995,1066
30351879,01/08/2013,20.86,GBP,196132.05,TRAINLINE.COM,1067
30351879,29/08/2013,80.00,GBP,196152.91,FDR POS TERM RENT,1068
30351879,29/08/2013,150.00,GBP,196232.91,FDR POS TERM RENT,1069
30445688,03/06/2013,111.83,GBP,196382.91,FDR POS TERM RENT,1070
30445688,08/07/2013,22.00,GBP,196494.74,PAYPAL/000980200119991,1071
30445688,08/07/2013,100.00,GBP,196516.74,PAYPAL/000980020230994,1072
30445688,08/07/2013,256.00,GBP,196616.74,FDR POS TERM RENT,1073
30445688,27/08/2013,2616.00,GBP,196872.74,BT DIRECT DEBITS ,1074
30447314,03/04/2013,218.00,GBP,199488.74,EE/2179331,1075
30447314,04/04/2013,282.05,GBP,199706.74,EE & T-MOBILE,1076
30447314,10/04/2013,8.85,GBP,199988.79,DOROTHY PERKINS,1077
30447314,12/04/2013,28.53,GBP,199997.64,EE/2179331,1078
30447314,15/04/2013,1663.62,GBP,200026.17,EE & T-MOBILE,1079
30447314,22/04/2013,126.60,GBP,201689.79,E.ON      ,1080
30447314,22/04/2013,123.31,GBP,201816.39,HMRC - NI DD     REST.,1081
30447314,23/04/2013,2800.00,GBP,201939.70,E.ON      ,1082
30447314,25/04/2013,66.00,GBP,204739.70,WH SMITH,1083
30447314,26/04/2013,262.00,GBP,204805.70,HMRC - NI DD     REST,1084
30447314,02/05/2013,500.00,GBP,205067.70,EE/2179331,1085
30447314,03/05/2013,1231.28,GBP,205567.70,EE & T-MOBILE,1086
